segment_id,rrowner1,yardname,passenger,tracks,miles,geometry,annual_estimate
2201,NS,TRUE,FALSE,0,3.83505372,"MULTILINESTRING ((-86.06107266699996 41.66375208900007, -86.06013004699997 41.66382412100006, -86.05933194999994 41.66386163900006, -86.057696433 41.663880224000025, -86.05441301099995 41.66420856700006, -86.05330408199995 41.66423334700005, -86.047127532 41.663613833000056, -86.04572743099999 41.66345276100003, -86.04188869899997 41.663007400000026, -86.03393140799994 41.66208782100006, -86.03273003499999 41.66212080500003, -86.02795266799995 41.66258117500007, -86.02438193699999 41.66292527100006, -86.02284894599995 41.66328014100003, -86.01950707299994 41.66461079100003, -86.01837349799996 41.66520970100004, -86.01697279999996 41.66575925200004, -86.01641758199997 41.66592782200007, -86.015743005 41.66605060200004, -86.01420111399995 41.666410377000034, -86.00873239899994 41.66765459700008, -86.00324726499997 41.66886383900004, -86.00012779099995 41.66954484100006, -85.99261749899995 41.67123521000008, -85.98959366299994 41.67225219100004))",22100
2390,AMTK,FALSE,FALSE,0,0.14954427,"MULTILINESTRING ((-86.87582093899994 41.72615625800006, -86.875301703 41.72640851800003, -86.87505784999996 41.726580898000066, -86.87488126699998 41.726751172000036, -86.87468786799997 41.72700763800003, -86.87457224999997 41.72726830700003, -86.87451548999996 41.727596246000076, -86.87453020499999 41.72793259500003))",2808
2609,EWR,FALSE,FALSE,1,4.92407759,"MULTILINESTRING ((-86.05756996299993 41.692190380000056, -86.05198851499995 41.69223716700003, -86.04650135299994 41.69228906600006, -86.04231638899995 41.692326811000044, -86.03783890299997 41.692359837000026, -86.02308065499994 41.69248250900006, -86.02114151199999 41.69250609900007, -86.02039133199997 41.69250609800008, -86.01335191199996 41.692562717000044, -86.01037478399996 41.69260046200003, -86.00926131099999 41.69265707900007, -86.00351465199998 41.69310058100007, -86.00025839899996 41.69336270100007, -85.99837191199998 41.69349690300004, -85.99395649999997 41.693828100000076, -85.99080878199999 41.694081948000075, -85.98785524499993 41.69430841700006, -85.98548675399996 41.69448770500003, -85.98392034199998 41.69460565700007, -85.98197176199994 41.69476607400003, -85.98011754499998 41.694860436000056, -85.97960798999998 41.69489818100004, -85.97905125099999 41.69500198000003, -85.97758391899998 41.69535583800007, -85.97639023799996 41.69564364300004, -85.97398871899998 41.69617678900005, -85.97338008399998 41.696172071000035, -85.97286581099996 41.69607299000006, -85.97246948799994 41.69595503700003, -85.97180895399998 41.69566251400005, -85.97105405599996 41.69534640200004, -85.97065629999997 41.69512890000004, -85.96973298499995 41.69460094100003, -85.96852986799996 41.693728090000036, -85.96791651199999 41.693289306000054, -85.96758152699994 41.693001501000026, -85.96735977499998 41.69278918600003, -85.96693986499997 41.692425892000074, -85.96626517399994 41.691817255000046, -85.96555745699999 41.69114256600005, -85.96548904399998 41.691074153000045))",260
2718,AMTK,FALSE,FALSE,0,0.17340093,"MULTILINESTRING ((-86.87582093899994 41.72615625800006, -86.87529539599996 41.72651993300008, -86.87512301699996 41.72666078100008, -86.87498217199999 41.72681424000007, -86.87486865399995 41.72697610600005, -86.87479087499997 41.72717581200004, -86.87473831999995 41.727375520000066, -86.87472570799997 41.72759204400006, -86.87475513799995 41.72776862500007, -86.87495904799994 41.72835933500005))",2808
2741,LIRC,FALSE,FALSE,1,3.79965905,"MULTILINESTRING ((-85.75068425199999 38.397465890000035, -85.75025934699994 38.394958416000065, -85.74892695399996 38.387095600000066, -85.74809414999999 38.38218099100004, -85.74775191499998 38.38016137000005, -85.74615610399997 38.37074404900005, -85.74529308999996 38.36565117200007, -85.74513020799998 38.364689965000025, -85.744793 38.3627, -85.74468831499996 38.36193571000007, -85.74467000099997 38.361802, -85.74463399899997 38.360979, -85.744649155 38.360479670000075, -85.74468891499998 38.359169664000035, -85.744749 38.35719000100005, -85.74476600599996 38.35696892400006, -85.744793 38.356617999000036, -85.744869 38.35604000100005, -85.74493197599998 38.35570659500007, -85.74535246099998 38.353480465000075, -85.74608159199994 38.34962030100007, -85.74672796099998 38.34619829800005, -85.74675898799995 38.34603403500006, -85.74679355499995 38.345851037000045, -85.74736195099996 38.342841828000076))",3120
2769,CFE,FALSE,FALSE,1,1.51994929,"MULTILINESTRING ((-87.24798542499997 41.53446389700008, -87.24433034799995 41.53323254900005, -87.23420149299994 41.529798149000044, -87.22185251799993 41.525631270000076, -87.22127130599995 41.52540423800008))",4732
2794,TPW,FALSE,FALSE,1,3.2113663,"MULTILINESTRING ((-87.44872558599997 40.76793857800004, -87.44713 40.76788, -87.44525999899997 40.76782, -87.44343 40.76776999900005, -87.43835 40.76762000100007, -87.43807 40.76760000100006, -87.43684000099995 40.76757, -87.43491 40.767509999000026, -87.43184000099996 40.767454480000026, -87.42012 40.767184480000026, -87.39626709299995 40.766619121000076, -87.38754760399996 40.76640307000008))",468
2857,AMTK,FALSE,FALSE,0,0.14338335,"MULTILINESTRING ((-86.87582093899994 41.72615625800006, -86.87540105699998 41.72639659200007, -86.87505841499996 41.72665842300006, -86.87489032699995 41.726820048000036, -86.87477072499996 41.727026925000075, -86.87468344799998 41.727237038000055, -86.87462526299998 41.72744714700008, -86.87460586699996 41.72770574500004, -86.87462203099994 41.72789646100006))",2808
3040,CSXT,FALSE,FALSE,1,0.49315557,"MULTILINESTRING ((-87.53995736099995 38.035795147000044, -87.53981000099998 38.035268, -87.53974242899994 38.03497483000007, -87.539686 38.034729999000035, -87.53959004199999 38.03414670300003, -87.539559 38.033958, -87.539464 38.033087, -87.53945790199998 38.032869497000036, -87.53943699899997 38.032124, -87.53953160099996 38.02867726900007))",1144
3045,CSXT,TRUE,FALSE,0,0.13854719,"MULTILINESTRING ((-87.53953160099996 38.02867726900007, -87.53989554999998 38.02668920700006))",1144
3249,KBSR,FALSE,FALSE,0,0.22482141,"MULTILINESTRING ((-87.03383784099998 40.47500676400006, -87.03035049099998 40.474269056000026, -87.02970563399998 40.474318004000054))",260
3596,CSXT,FALSE,FALSE,0,0.38625881,"MULTILINESTRING ((-85.75232728099996 38.41195055800006, -85.75233342299998 38.411516507000044, -85.75235361199998 38.40904333700007, -85.75230818699998 38.408104543000036, -85.75220219399995 38.40728183500005, -85.75213153199996 38.406681208000066, -85.75219166999995 38.40636157600005))",3276
3666,ISRR,FALSE,FALSE,1,0.06444467,"MULTILINESTRING ((-87.50897305499996 38.06358338200005, -87.50842723099998 38.06441214200004))",936
3869,NS,TRUE,FALSE,0,0.08000112,"MULTILINESTRING ((-86.06260713899997 41.66367393000007, -86.06212871499997 41.66364415600003, -86.06108271199997 41.66375106300006, -86.06107266699996 41.66375208900007))",22100
3894,ISRR,FALSE,FALSE,0,0.19180761,"MULTILINESTRING ((-87.50842723099998 38.06441214200004, -87.50829139599995 38.06456667200007, -87.50817699499999 38.06470932900004, -87.50808167999998 38.064809170000046, -87.50793638199997 38.06491609200003, -87.50779107799997 38.065027773000054, -87.50761006299996 38.06515131200007, -87.50744571399997 38.06526773100006, -87.50734090099996 38.065350901000045, -87.50723844599997 38.065453115000025, -87.50716217799999 38.06554821900005, -87.50643261599998 38.06666589200006))",936
